"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5084","TC-PAY-08 | GET /payment/{order}/status с авторизацией возвращает статус @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Платёжный flow","11-payment-flow.spec.ts","",""
"","5125","TC-ACC-17 | Страница абонементов загружается @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Личный кабинет","06-account.spec.ts","",""
"","3386","TC-PROD-05 | Кнопка «В корзину» или «Добавить в корзину» присутствует @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Страница товара","03-product.spec.ts","",""
"","5598","TC-SCH-06 | Organization schema содержит name и url @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","428","CJM-05-02 | API /delivery/pickup-points принимает city_code @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-05 | API доставки","14-order-cjm.spec.ts","",""
"","3796","TC-PAGE-11 | Страница пользовательского соглашения загружается @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Статические страницы","08-pages.spec.ts","",""
"","244","TC-1C-71 | Content-Type ответа всегда text/plain @major","Desktop Chrome","2026-07-22","passed","2026-07-22","1C CommerceML — Безопасность","12-1c-integration.spec.ts","",""
"","4925","TC-AUTH-02 | Auth-модал закрывается по Escape @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Авторизация и регистрация","05-auth.spec.ts","",""
"","3545","TC-PROD-08 | Выбор опции обновляет цену или доступность @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Страница товара","03-product.spec.ts","",""
"","3466","TC-PAGE-06 | Страница доставки содержит информацию о СДЭК @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Статические страницы","08-pages.spec.ts","",""
"","3949","TC-RESP-01 | /catalog — нет горизонтального скролла на мобиле","Mobile Chrome","2026-07-22","passed","2026-07-22","Адаптивность и производительность","10-responsive.spec.ts","",""
"","3894","TC-PROD-06 | Кнопка «Избранное» (сердечко) присутствует @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Страница товара","03-product.spec.ts","",""
"","249","CJM-05-04 | Невалидный city_code не вызывает 500 @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-05 | API доставки","14-order-cjm.spec.ts","",""
"","6845","TC-CART-10 | Поле промокода присутствует на странице оформления @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Корзина","04-cart.spec.ts","",""
"","10293","TC-SMS-10 | Успешная верификация (mock 200 с user) → пользователь авторизован @major","Desktop Chrome","2026-07-22","passed","2026-07-22","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","3600","TC-ADDR-02 | Страница /account/addresses загружается без ошибок @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Адреса доставки","16-addresses.spec.ts","",""
"","9148","CJM-04-06 | Способы доставки отображаются @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-04 | Форма заказа","14-order-cjm.spec.ts","",""
"","4605","TC-ACC-16 | Страница билетов загружается @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Личный кабинет","06-account.spec.ts","",""
"","2884","TC-AUTH-07 | После 5 неверных попыток входа показывается блокировка @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Авторизация и регистрация","05-auth.spec.ts","",""
"","12192","TC-ADDR-08 | Кнопка ""Редактировать"" открывает форму с заполненными данными @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Адреса доставки","16-addresses.spec.ts","",""
"","3890","TC-CAT-14 | Фильтр по цене — параметры price_min/price_max сохраняются в URL @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Каталог товаров","02-catalog.spec.ts","",""
"","9753","CJM-06-06 | Заказ другого пользователя недоступен по ID @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-06 | Статус и история заказов","14-order-cjm.spec.ts","",""
"","6391","TC-VK-03 | Клик по кнопке VK открывает VK ID виджет или меняет состояние кнопки @major","Mobile Chrome","2026-07-22","passed","2026-07-22","VK авторизация","15-vk-auth.spec.ts","",""
"","10268","ТК-43 | Промокод: перебор ограничен rate-limit @major","Desktop Chrome","2026-07-22","passed","2026-07-22","SEC-BIZ | Бизнес-логика","13-security-pentest.spec.ts","",""
"","3418","TC-VK-07 | VK кнопка отображается и на мобильном viewport @major","Desktop Chrome","2026-07-22","passed","2026-07-22","VK авторизация","15-vk-auth.spec.ts","",""
"","8762","TC-CART-06 | В корзине можно уменьшить количество @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Корзина","04-cart.spec.ts","",""
"","5533","TC-CHK-06 | Выбор СДЭК-курьер показывает поле адреса @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Оформление заказа","07-checkout.spec.ts","",""
"","6402","TC-VK-04 | Страница /auth/vk/callback без code показывает ошибку или редиректит @major","Mobile Chrome","2026-07-22","passed","2026-07-22","VK авторизация","15-vk-auth.spec.ts","",""
"","381","ТК-66 | Source maps не доступны на production @major","Desktop Chrome","2026-07-22","passed","2026-07-22","SEC-RECON | Разведка и поверхность атаки","13-security-pentest.spec.ts","",""
"","225","TC-API-07 | GET /products?badge=sale возвращает 200 @major","Mobile Chrome","2026-07-22","passed","2026-07-22","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","4732","TC-ACC-14 | Страница избранного загружается @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Личный кабинет","06-account.spec.ts","",""
"","241","TC-1C-22 | POST file: загрузка offers XML возвращает success @major","Desktop Chrome","2026-07-22","passed","2026-07-22","1C CommerceML — Загрузка файлов (catalog)","12-1c-integration.spec.ts","",""
"","5140","CJM-07-02 | Неавторизованный пользователь видит призыв к входу в корзине @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-07 | Edge cases и граничные сценарии","14-order-cjm.spec.ts","",""
"","8838","CJM-07-06 | Переход к оплате с неверными данными показывает валидацию @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-07 | Edge cases и граничные сценарии","14-order-cjm.spec.ts","",""
"","3309","TC-PAGE-07 | Страница доставки содержит информацию о самовывозе @minor","Mobile Chrome","2026-07-22","passed","2026-07-22","Статические страницы","08-pages.spec.ts","",""
"","3440","TC-CAT-07 | URL-параметр search сохраняется при переходе @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Каталог товаров","02-catalog.spec.ts","",""
"","6556","TC-ACC-15 | Кнопка сердечко на карточке добавляет в избранное @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Личный кабинет","06-account.spec.ts","",""
"","5546","TC-SCH-05 | Organization schema присутствует на главной странице @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","5213","TC-HOME-13 | Секция категорий отображается @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Главная страница","01-home.spec.ts","",""
"","4490","TC-CHK-05 | Выбор «Самовывоз» не требует адреса @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Оформление заказа","07-checkout.spec.ts","",""
"","3682","TC-PAGE-09 | Страница оплаты содержит информацию о способах оплаты @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Статические страницы","08-pages.spec.ts","",""
"","4573","CJM-02-02 | Добавление товара в корзину не вызывает ошибку @major","Mobile Chrome","2026-07-22","passed","2026-07-22","CJM-02 | Добавление в корзину","14-order-cjm.spec.ts","",""
"","4115","TC-CAT-21 | Карточки с badge показывают метку (NEW/SALE/HIT) @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Каталог товаров","02-catalog.spec.ts","",""
"","331","TC-1C-21 | POST file: загрузка catalog XML возвращает success @major","Desktop Chrome","2026-07-22","passed","2026-07-22","1C CommerceML — Загрузка файлов (catalog)","12-1c-integration.spec.ts","",""
"","5309","TC-PAY-18 | Нулевая сумма заказа отклоняется @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Платёжный flow","11-payment-flow.spec.ts","",""
"","368","TC-1C-27 | POST file с path traversal в filename защищён @major","Desktop Chrome","2026-07-22","passed","2026-07-22","1C CommerceML — Загрузка файлов (catalog)","12-1c-integration.spec.ts","",""
"","8864","TC-ADDR-11 | Кнопка ""Выйти со всех устройств"" присутствует в профиле @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Адреса доставки","16-addresses.spec.ts","",""
"","6340","TC-SMS-11 | Переключатель ""По паролю"" возвращает обычную форму @major","Mobile Chrome","2026-07-22","passed","2026-07-22","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","4785","TC-HOME-04 | Иконка корзины видна в хедере @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Главная страница","01-home.spec.ts","",""
"","9747","TC-ADDR-06 | Отправка пустой формы показывает ошибки валидации @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Адреса доставки","16-addresses.spec.ts","",""
"","5695","TC-PAGE-15 | Ссылка на политику в футере работает @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Статические страницы","08-pages.spec.ts","",""
"","349","ТК-10 | Redis порт 6379 недоступен извне @major","Desktop Chrome","2026-07-22","passed","2026-07-22","SEC-RECON | Разведка и поверхность атаки","13-security-pentest.spec.ts","",""
"","5649","TC-COK-02 | Баннер содержит кнопку ""Принять"" @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Cookie Consent баннер","19-cookie.spec.ts","",""
"","4487","TC-ACC-10 | Статус заказа отображается цветным бейджем @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Личный кабинет","06-account.spec.ts","",""
"","8227","ТК-46 | Race condition: одновременные заказы не дублируются @major","Desktop Chrome","2026-07-22","passed","2026-07-22","SEC-BIZ | Бизнес-логика","13-security-pentest.spec.ts","",""
"","4219","TC-PAY-22 | /account/orders показывает статус оплаты заказов @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Платёжный flow","11-payment-flow.spec.ts","",""
"","4931","TC-PAY-15 | Возврат с авторизацией для несуществующего заказа возвращает 404 @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Платёжный flow","11-payment-flow.spec.ts","",""
"","8985","CJM-03-06 | Поле промокода присутствует в корзине @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-03 | Управление корзиной","14-order-cjm.spec.ts","",""
"","4760","TC-CAT-06 | Поиск по запросу показывает результаты @major","Desktop Chrome","2026-07-22","passed","2026-07-22","Каталог товаров","02-catalog.spec.ts","",""
"","5913","TC-RESP-21 | Каталог не выбрасывает JavaScript ошибок в консоль @minor","Mobile Chrome","2026-07-22","passed","2026-07-22","Адаптивность и производительность","10-responsive.spec.ts","",""
"","6586","TC-CHK-11 | API /delivery/cities возвращает список городов @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Оформление заказа","07-checkout.spec.ts","",""
"","250","TC-1C-50 | query (type=sale) возвращает XML @major","Desktop Chrome","2026-07-22","passed","2026-07-22","1C CommerceML — Обмен заказами (sale)","12-1c-integration.spec.ts","",""
"","3001","TC-PAY-21 | Страница /payment содержит информацию о способах оплаты @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Платёжный flow","11-payment-flow.spec.ts","",""
"","248","TC-1C-30 | import classifier создаёт/обновляет категории @major","Desktop Chrome","2026-07-22","passed","2026-07-22","1C CommerceML — Импорт каталога","12-1c-integration.spec.ts","",""
"","4561","CJM-06-01 | Страница /account/orders загружается @major","Mobile Chrome","2026-07-22","passed","2026-07-22","CJM-06 | Статус и история заказов","14-order-cjm.spec.ts","",""
"","229","CJM-06-04 | API GET /shop/orders требует авторизации @major","Desktop Chrome","2026-07-22","passed","2026-07-22","CJM-06 | Статус и история заказов","14-order-cjm.spec.ts","",""
"","5220","TC-SCH-04 | Schema содержит availability (InStock или OutOfStock) @minor","Desktop Chrome","2026-07-22","passed","2026-07-22","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","3156","TC-PROD-09 | Можно изменить количество товара @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Страница товара","03-product.spec.ts","",""
"","6999","TC-AUTH-08 | Выход очищает сессию @critical","Desktop Chrome","2026-07-22","passed","2026-07-22","Авторизация и регистрация","05-auth.spec.ts","",""
"","3513","TC-CAT-08 | Пустой поиск не вызывает ошибку @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Каталог товаров","02-catalog.spec.ts","",""
"","2981","TC-API-22 | GET /products?search=<script> не выполняет XSS @major","Mobile Chrome","2026-07-22","passed","2026-07-22","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","6246","TC-HOME-03 | Навигация содержит ссылки на каталог и другие разделы @critical","Mobile Chrome","2026-07-22","passed","2026-07-22","Главная страница","01-home.spec.ts","",""
"","3211","TC-PROD-10 | Количество ограничено стоком @major","Mobile Chrome","2026-07-22","passed","2026-07-22","Страница товара","03-product.spec.ts","",""
