"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5450","TC-SCH-03 | Schema содержит name, price, priceCurrency @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","10386","ТК-46 | Race condition: одновременные заказы не дублируются @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-BIZ | Бизнес-логика","13-security-pentest.spec.ts","",""
"","3365","TC-PROD-07 | Если у товара есть опции (размеры), они отображаются @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Страница товара","03-product.spec.ts","",""
"","4570","TC-ACC-10 | Статус заказа отображается цветным бейджем @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","4396","TC-ACC-11 | Страница бонусов загружается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","260","TC-PAY-01 | GET /payment/{order}/status без авторизации возвращает 401 @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow — защита без авторизации","11-payment-flow.spec.ts","",""
"","7303","CJM-03-07 | Кнопка «Оформить заказ» ведёт на checkout @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-03 | Управление корзиной","14-order-cjm.spec.ts","",""
"","3299","TC-VK-01 | Кнопка ""Войти через VK"" отображается на форме логина @major","Desktop Chrome","2026-08-01","passed","2026-08-01","VK авторизация","15-vk-auth.spec.ts","",""
"","5246","TC-CART-02 | Товар добавляется в корзину @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Корзина","04-cart.spec.ts","",""
"","292","TC-API-01 | GET /products возвращает 200 и список товаров @major","Desktop Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","4977","CJM-04-09 | Способы оплаты отображаются @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-04 | Форма заказа","14-order-cjm.spec.ts","",""
"","4096","CJM-01-01 | Пользователь заходит на каталог и видит товары @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-01 | Обнаружение товара","14-order-cjm.spec.ts","",""
"","4334","CJM-06-02 | Список заказов содержит дату и сумму @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-06 | Статус и история заказов","14-order-cjm.spec.ts","",""
"","8178","TC-AUTH-08 | Выход очищает сессию @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Авторизация и регистрация","05-auth.spec.ts","",""
"","3894","TC-CAT-01 | Каталог загружается и показывает товары @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","4341","TC-PAY-22 | /account/orders показывает статус оплаты заказов @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","6603","TC-PAY-12 | /payment/result неавторизованный перенаправляется на вход @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","6972","CJM-03-01 | Страница корзины отображает добавленный товар @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-03 | Управление корзиной","14-order-cjm.spec.ts","",""
"","3947","TC-PROD-06 | Кнопка «Избранное» (сердечко) присутствует @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Страница товара","03-product.spec.ts","",""
"","4015","CJM-01-05 | Галерея изображений на странице товара @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-01 | Обнаружение товара","14-order-cjm.spec.ts","",""
"","3905","TC-PAGE-02 | На странице контактов отображается карта @minor","Desktop Chrome","2026-08-01","passed","2026-08-01","Статические страницы","08-pages.spec.ts","",""
"","3627","TC-CAT-11 | Панель фильтров открывается @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","483","CJM-05-02 | API /delivery/pickup-points принимает city_code @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-05 | API доставки","14-order-cjm.spec.ts","",""
"","3613","TC-PAGE-07 | Страница доставки содержит информацию о самовывозе @minor","Desktop Chrome","2026-08-01","passed","2026-08-01","Статические страницы","08-pages.spec.ts","",""
"","261","TC-1C-06 | checkauth с неизвестным type возвращает failure @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Аутентификация","12-1c-integration.spec.ts","",""
"","3975","CJM-01-01 | Пользователь заходит на каталог и видит товары @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-01 | Обнаружение товара","14-order-cjm.spec.ts","",""
"","279","CJM-05-04 | Невалидный city_code не вызывает 500 @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-05 | API доставки","14-order-cjm.spec.ts","",""
"","7933","CJM-04-05 | Email-поле присутствует или предзаполнено @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-04 | Форма заказа","14-order-cjm.spec.ts","",""
"","4129","TC-ADDR-02 | Страница /account/addresses загружается без ошибок @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Адреса доставки","16-addresses.spec.ts","",""
"","5827","TC-ACC-14 | Страница избранного загружается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","300","TC-PAY-07 | POST /payment/{order}/refund без авторизации возвращает 401 @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","5483","TC-ACC-01 | Страница /account открывается @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","1021","ТК-48 | SQL Injection в поиске пользователей не вызывает 500 @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-INJECT | Инъекции","13-security-pentest.spec.ts","",""
"","5629","TC-HOME-02 | Логотип ХК Торпедо отображается в хедере @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","4306","TC-CAT-15 | Дропдаун сортировки присутствует @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","6187","TC-PAY-02 | /payment/result без order_id перенаправляет или не крашится @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","3740","TC-PROD-05 | Кнопка «В корзину» или «Добавить в корзину» присутствует @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Страница товара","03-product.spec.ts","",""
"","298","TC-API-19 | POST /checkout с пустыми items возвращает 422 @major","Desktop Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","938","ТК-50 | SQL Injection в параметре sort не вызывает 500 @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-INJECT | Инъекции","13-security-pentest.spec.ts","",""
"","7464","TC-HOME-01 | Страница загружается без ошибок (200) @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","5039","TC-PROD-11 | Добавление в корзину меняет счётчик корзины в хедере @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Страница товара","03-product.spec.ts","",""
"","4743","TC-CAT-16 | Сортировка по цене (возрастание) через URL @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","6854","TC-RESP-01 | / — нет горизонтального скролла на мобиле","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","5681","TC-ACC-08 | Страница заказов загружается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","5513","TC-ACC-14 | Страница избранного загружается @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","7890","TC-HOME-14 | Ссылка «В каталог» ведёт на /catalog @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","185","ТК-02 | .env не содержит секретов (backend) @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-RECON | Разведка и поверхность атаки","13-security-pentest.spec.ts","",""
"","277","TC-API-15 | POST /delivery/calculate с корректными данными возвращает 200 @major","Mobile Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","288","TC-API-13 | GET /auth/user без авторизации возвращает 401 @major","Mobile Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (без авторизации)","09-api.spec.ts","",""
"","9569","TC-ADDR-10 | Страница не падает с ""Что-то пошло не так"" @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Адреса доставки","16-addresses.spec.ts","",""
"","1596","TC-1C-37 | После import rests: вариант с stock=0 has is_available=false @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Импорт каталога","12-1c-integration.spec.ts","",""
"","9280","CJM-07-06 | Переход к оплате с неверными данными показывает валидацию @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-07 | Edge cases и граничные сценарии","14-order-cjm.spec.ts","",""
"","5396","TC-CHK-06 | Выбор СДЭК-курьер показывает поле адреса @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Оформление заказа","07-checkout.spec.ts","",""
"","8382","TC-CART-06 | В корзине можно уменьшить количество @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Корзина","04-cart.spec.ts","",""
"","4744","TC-CHK-09 | Невалидный промокод показывает ошибку @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Оформление заказа","07-checkout.spec.ts","",""
"","260","TC-AUTH-11 | Public-key endpoint возвращает RSA-ключ @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Авторизация и регистрация","05-auth.spec.ts","",""
"","305","ТК-35 | CORS: произвольный домен не получает данные API @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-IDOR | Авторизация и IDOR","13-security-pentest.spec.ts","",""
"","7946","TC-HOME-14 | Ссылка «В каталог» ведёт на /catalog @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","9395","CJM-03-03 | Кнопка «−» уменьшает количество @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-03 | Управление корзиной","14-order-cjm.spec.ts","",""
"","294","TC-AUTH-11 | Public-key endpoint возвращает RSA-ключ @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Авторизация и регистрация","05-auth.spec.ts","",""
"","8415","TC-ADDR-11 | Кнопка ""Выйти со всех устройств"" присутствует в профиле @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Адреса доставки","16-addresses.spec.ts","",""
"","18728","TC-ADDR-07 | Успешное добавление адреса отображает его в списке @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Адреса доставки","16-addresses.spec.ts","",""
"","5089","TC-PAY-18 | Нулевая сумма заказа отклоняется @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","258","TC-API-12 | POST /auth/login с неверными данными возвращает 401 или 422 @major","Desktop Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","394","TC-API-04 | GET /products?sort=price_desc возвращает 200 @major","Mobile Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","3695","TC-VK-07 | VK кнопка отображается и на мобильном viewport @major","Mobile Chrome","2026-08-01","passed","2026-08-01","VK авторизация","15-vk-auth.spec.ts","",""
"","3263","TC-PAY-05 | PaymentRedirectOverlay не отображается на каталоге @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","316","CJM-05-03 | СДЭК: поиск города «Нижний» возвращает Нижний Новгород @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-05 | API доставки","14-order-cjm.spec.ts","",""
"","3638","ТК-53 | Reflected XSS в URL-параметрах не исполняется @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-INJECT | Инъекции","13-security-pentest.spec.ts","",""
"","4382","TC-AUTH-01 | Auth-модал открывается @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Авторизация и регистрация","05-auth.spec.ts","",""
"","6306","TC-RAT-06 | После оценки товара не появляется ""Что-то пошло не так"" @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","6505","CJM-02-03 | После добавления счётчик корзины увеличивается @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-02 | Добавление в корзину","14-order-cjm.spec.ts","",""
"","7097","TC-RESP-20 | Главная страница не выбрасывает JavaScript ошибок в консоль @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","310","TC-API-07 | GET /products?badge=sale возвращает 200 @major","Mobile Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","4280","TC-PAGE-15 | Ссылка на политику в футере работает @minor","Desktop Chrome","2026-08-01","passed","2026-08-01","Статические страницы","08-pages.spec.ts","",""
"","4854","TC-PERF-01 | Главная страница загружается быстрее 10 секунд @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","6831","TC-RESP-40 | ScrollToTop при переходе между страницами @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","5225","TC-ACC-16 | Страница билетов загружается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","5293","CJM-02-04 | Корзина сохраняется при переходе на другую страницу @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-02 | Добавление в корзину","14-order-cjm.spec.ts","",""
"","5441","TC-CHK-02 | Поля имени, email, телефона присутствуют @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Оформление заказа","07-checkout.spec.ts","",""
"","4510","TC-CAT-06 | Поиск по запросу показывает результаты @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","4876","CJM-04-10 | Итоговая сумма к оплате отображается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","CJM-04 | Форма заказа","14-order-cjm.spec.ts","",""
"","6417","TC-PAY-03 | /payment/result с несуществующим order_id не ломает приложение @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","5875","TC-SCH-01 | Страница товара содержит JSON-LD schema script @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","6247","TC-PAY-15 | Возврат с авторизацией для несуществующего заказа возвращает 404 @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","7007","TC-SMS-01 | Переключатель ""Войти по SMS"" присутствует в форме авторизации @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","1044","ТК-66 | Source maps не доступны на production @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-RECON | Разведка и поверхность атаки","13-security-pentest.spec.ts","",""
"","7533","TC-SMS-11 | Переключатель ""По паролю"" возвращает обычную форму @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","5753","TC-RESP-10 | Все видимые изображения загрузились без ошибок @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","9138","ТК-28 | IDOR: чужой заказ по ID недоступен (API) @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-IDOR | Авторизация и IDOR","13-security-pentest.spec.ts","",""
"","5394","TC-ACC-17 | Страница абонементов загружается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","5272","TC-SCH-05 | Organization schema присутствует на главной странице @minor","Desktop Chrome","2026-08-01","passed","2026-08-01","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","803","TC-1C-82 | Полный цикл sale import: checkauth → file → import (статус заказа) @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Полный цикл интеграции","12-1c-integration.spec.ts","",""
"","3518","TC-PAGE-10 | Страница политики конфиденциальности загружается @minor","Desktop Chrome","2026-08-01","passed","2026-08-01","Статические страницы","08-pages.spec.ts","",""
"","3940","TC-CAT-08 | Пустой поиск не вызывает ошибку @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","5681","TC-HOME-03 | Навигация содержит ссылки на каталог и другие разделы @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","4530","TC-PAY-22 | /account/orders показывает статус оплаты заказов @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","987","TC-1C-33 | После import catalog: товар TEST-001 доступен в API @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Импорт каталога","12-1c-integration.spec.ts","",""
"","6537","TC-VK-05 | Страница /auth/vk/callback с невалидным code показывает сообщение об ошибке @major","Mobile Chrome","2026-08-01","passed","2026-08-01","VK авторизация","15-vk-auth.spec.ts","",""
"","5309","TC-ACC-12 | Баланс бонусов отображается числом @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","4414","TC-HOME-04 | Иконка корзины видна в хедере @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","274","ТК-38 | Loyalty: списание баллов требует авторизации @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-BIZ | Бизнес-логика","13-security-pentest.spec.ts","",""
"","275","TC-1C-36 | import rests обновляет остатки вариантов @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Импорт каталога","12-1c-integration.spec.ts","",""
"","5942","TC-PAY-08 | GET /payment/{order}/status с авторизацией возвращает статус @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","7071","TC-SMS-01 | Переключатель ""Войти по SMS"" присутствует в форме авторизации @major","Mobile Chrome","2026-08-01","passed","2026-08-01","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","4130","TC-CART-01 | Пустая корзина показывает соответствующее сообщение @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Корзина","04-cart.spec.ts","",""
"","8620","CJM-06-06 | Заказ другого пользователя недоступен по ID @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-06 | Статус и история заказов","14-order-cjm.spec.ts","",""
"","4576","TC-RESP-01 | /delivery — нет горизонтального скролла на мобиле","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","260","ТК-09 | PostgreSQL порт 5432 недоступен извне @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-RECON | Разведка и поверхность атаки","13-security-pentest.spec.ts","",""
"","300","TC-API-08 | GET /products?price_min=500&price_max=3000 возвращает 200 @major","Desktop Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","259","TC-1C-71 | Content-Type ответа всегда text/plain @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Безопасность","12-1c-integration.spec.ts","",""
"","6262","TC-RAT-05 | Клик на звезду (puck) в оценке не вызывает критическую ошибку @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","4488","ТК-67b | XSRF-TOKEN cookie имеет флаг Secure @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-AUTH | Аутентификация","13-security-pentest.spec.ts","",""
"","10544","CJM-04-11 | Поле комментария к заказу присутствует @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-04 | Форма заказа","14-order-cjm.spec.ts","",""
"","7105","TC-SMS-02 | Клик на ""Войти по SMS"" показывает форму с полем телефона @major","Mobile Chrome","2026-08-01","passed","2026-08-01","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","4026","TC-API-22 | GET /products?search=<script> не выполняет XSS @major","Desktop Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","4430","TC-HOME-02 | Логотип ХК Торпедо отображается в хедере @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","10581","TC-SMS-10 | Успешная верификация (mock 200 с user) → пользователь авторизован @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SMS/OTP авторизация","18-sms-auth.spec.ts","",""
"","5082","TC-ACC-09 | Список заказов содержит контент @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
"","1058","TC-1C-35 | import prices обновляет цены вариантов @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Импорт каталога","12-1c-integration.spec.ts","",""
"","3895","TC-VK-01 | Кнопка ""Войти через VK"" отображается на форме логина @major","Mobile Chrome","2026-08-01","passed","2026-08-01","VK авторизация","15-vk-auth.spec.ts","",""
"","5303","TC-CHK-04 | Способы доставки отображаются @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Оформление заказа","07-checkout.spec.ts","",""
"","3958","TC-RAT-01 | Блок рейтинга отображается на странице товара @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Schema.org разметка и рейтинг","17-schema-and-rating.spec.ts","",""
"","7254","TC-ADDR-01 | Пункт ""Адреса доставки"" есть в меню личного кабинета @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Адреса доставки","16-addresses.spec.ts","",""
"","3687","TC-CAT-02 | Отображается счётчик товаров «Показано X из Y» @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","5152","TC-COK-03 | Баннер содержит кнопку ""Отказаться"" или ссылку @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Cookie Consent баннер","19-cookie.spec.ts","",""
"","4001","TC-PROD-06 | Кнопка «Избранное» (сердечко) присутствует @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Страница товара","03-product.spec.ts","",""
"","285","TC-1C-05 | checkauth для type=sale возвращает success @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Аутентификация","12-1c-integration.spec.ts","",""
"","6377","TC-COK-02 | Баннер содержит кнопку ""Принять"" @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Cookie Consent баннер","19-cookie.spec.ts","",""
"","282","TC-PAY-17 | Webhook с невалидной подписью отклоняется @critical","Desktop Chrome","2026-08-01","passed","2026-08-01","Платёжный flow","11-payment-flow.spec.ts","",""
"","3602","TC-PAGE-14 | 404-страница содержит ссылку на главную @minor","Desktop Chrome","2026-08-01","passed","2026-08-01","Статические страницы","08-pages.spec.ts","",""
"","561","ТК-05 | Laravel /_ignition закрыт на backend @major","Desktop Chrome","2026-08-01","passed","2026-08-01","SEC-RECON | Разведка и поверхность атаки","13-security-pentest.spec.ts","",""
"","3658","TC-API-22 | GET /products?search=<script> не выполняет XSS @major","Mobile Chrome","2026-08-01","passed","2026-08-01","API-эндпоинты (smoke)","09-api.spec.ts","",""
"","27054","CJM-07-05 | Дублирующий клик «В корзину» не создаёт двойной позиции @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-07 | Edge cases и граничные сценарии","14-order-cjm.spec.ts","",""
"","272","TC-1C-01 | checkauth с верными credentials возвращает success @major","Desktop Chrome","2026-08-01","passed","2026-08-01","1C CommerceML — Аутентификация","12-1c-integration.spec.ts","",""
"","5427","TC-CAT-19 | Переход в категорию через URL работает @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","6807","TC-CHK-11 | API /delivery/cities возвращает список городов @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Оформление заказа","07-checkout.spec.ts","",""
"","301","CJM-05-03 | СДЭК: поиск города «Нижний» возвращает Нижний Новгород @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-05 | API доставки","14-order-cjm.spec.ts","",""
"","8175","TC-ADDR-03 | На странице есть кнопка ""Добавить адрес"" @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Адреса доставки","16-addresses.spec.ts","",""
"","9740","CJM-04-04 | Телефон с +7 форматируется корректно @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-04 | Форма заказа","14-order-cjm.spec.ts","",""
"","4951","TC-CAT-17 | Сортировка по цене (убывание) через URL @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","5145","TC-HOME-17 | Тег <title> не пустой @critical","Mobile Chrome","2026-08-01","passed","2026-08-01","Главная страница","01-home.spec.ts","",""
"","3791","TC-RESP-30 | Навигация «Назад» работает корректно @minor","Mobile Chrome","2026-08-01","passed","2026-08-01","Адаптивность и производительность","10-responsive.spec.ts","",""
"","8882","CJM-03-02 | Кнопка «+» увеличивает количество @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-03 | Управление корзиной","14-order-cjm.spec.ts","",""
"","4085","TC-CAT-07 | URL-параметр search сохраняется при переходе @major","Desktop Chrome","2026-08-01","passed","2026-08-01","Каталог товаров","02-catalog.spec.ts","",""
"","5414","CJM-07-02 | Неавторизованный пользователь видит призыв к входу в корзине @major","Desktop Chrome","2026-08-01","passed","2026-08-01","CJM-07 | Edge cases и граничные сценарии","14-order-cjm.spec.ts","",""
"","5661","TC-ACC-03 | Страница личных данных загружается @major","Mobile Chrome","2026-08-01","passed","2026-08-01","Личный кабинет","06-account.spec.ts","",""
